CLIENTNUM,Total_Trans_Amt,Total_Trans_Ct,Credit_Limit,Months_on_book,Months_Inactive_12_mon,customer_value_score,customer_value_class
0.5049292788185697,0.03527317236007567,0.248062015503876,0.3401899164694039,0.6046511627906976,0.16666666666666666,0.17962787239294983,Medium_Value
0.9203975104148476,0.043451652386780906,0.17829457364341086,0.20611167040029993,0.7209302325581396,0.16666666666666666,0.15026966170143904,Low_Value
0.04906016913213751,0.07661065984199399,0.07751937984496124,0.05984998957001244,0.5348837209302325,0.16666666666666666,0.09048247890506365,Low_Value
0.5141298924838473,0.036775342160899074,0.07751937984496124,0.05667564552553534,0.4883720930232558,0.6666666666666666,-0.005737679766967402,Low_Value
0.008517100306832504,0.01702459107599866,0.13953488372093023,0.09909092832935787,0.18604651162790697,0.16666666666666666,0.0551163941892943,Low_Value
0.04140556788983929,0.032157560921330805,0.10852713178294573,0.07774724361125473,0.5348837209302325,0.16666666666666666,0.08403262812954296,Low_Value
0.850359842342904,0.04562145321019251,0.1627906976744186,1.0000000000000002,0.7674418604651162,0.16666666666666666,0.3106904417491933,High_Value
0.9215300471474537,0.057193724268387675,0.20155038759689922,0.8356899058882571,0.32558139534883723,0.3333333333333333,0.22296120731911506,Medium_Value
0.023685359343428303,0.04673417158117281,0.10852713178294573,0.6322598004093393,0.5348837209302325,0.3333333333333333,0.17576578375309668,Medium_Value
0.09628620250954167,0.051797040169133196,0.17054263565891473,0.3088999537452725,0.5348837209302325,0.5,0.10362283782445973,Low_Value
0.005893431785865211,0.03844441971736953,0.248062015503876,0.1605220435520003,0.41860465116279066,0.5,0.07635814558959593,Low_Value
0.022781699802928657,0.04473127851340826,0.12403100775193798,0.23147619090807406,0.9534883720930233,0.3333333333333333,0.14054433873426497,Low_Value
0.020934467533114898,0.05724936018693669,0.05426356589147288,0.3117719793093232,0.5348837209302325,1.0,0.002308403502530809,Low_Value
0.8980479956095486,0.04456437075776121,0.17829457364341086,0.21490913818070786,0.39534883720930236,0.16666666666666666,0.11991610307102904,Low_Value
0.035878838526205215,0.05897407366195616,0.14728682170542637,0.03016231479214094,0.813953488372093,0.3333333333333333,0.09783914668677657,Low_Value
0.05657008506498329,0.04662289974407477,0.1317829457364341,0.08451917757280586,0.5581395348837209,0.16666666666666666,0.0993126853346717,Low_Value
0.01567652855040258,0.0645933014354067,0.1317829457364341,0.8745680624710909,0.5348837209302325,0.3333333333333333,0.23718504159551268,Medium_Value
0.3762254596253145,0.028819405808389893,0.08527131782945738,0.3657055962173912,0.4883720930232558,0.6666666666666666,0.054823920326524125,Low_Value
0.8155430688253045,0.045955268721486586,0.15503875968992248,0.05304782376041866,1.0,0.3333333333333333,0.11775136216315901,Low_Value
0.01035497792301765,0.038778235228663624,0.08527131782945738,0.39397237413725866,0.5581395348837209,0.16666666666666666,0.14643755186465363,Low_Value
0.8155854765884198,0.03716479359074218,0.1317829457364341,0.5907514730467959,0.6744186046511628,0.3333333333333333,0.1834038089448809,Medium_Value
0.003547908299448288,0.01012573717592077,0.046511627906976744,0.0,0.8372093023255814,0.5,0.02439913207967065,Low_Value
0.6373076059570435,0.023422721709135414,0.06201550387596899,0.09165389371086866,0.4651162790697675,0.3333333333333333,0.0397153713017969,Low_Value
0.860811485020081,0.034271725826193394,0.1007751937984496,0.03185529828252872,0.5348837209302325,0.5,0.023761920529618757,Low_Value
0.673889290792526,0.033381551129409145,0.08527131782945738,0.325860020497193,0.6744186046511628,0.3333333333333333,0.1172843144736829,Low_Value
0.5237764113054109,0.030099031935017246,0.09302325581395349,0.1913585285554921,0.34883720930232565,0.16666666666666666,0.08345085336882627,Low_Value
0.10297852171526944,0.03822187604317348,0.1007751937984496,0.4034651744226473,0.7674418604651162,0.16666666666666666,0.17291976979792287,Medium_Value
0.8011100855638986,0.07755647045732725,0.23255813953488372,0.2653358607158297,1.0,0.5,0.16722929520981777,Medium_Value
0.08923715917878638,0.03015466785356626,0.06201550387596899,0.26185919819092623,0.4883720930232558,0.3333333333333333,0.0787747920509296,Low_Value
0.8194021752687899,0.029765216423723154,0.21705426356589144,0.10117692584429996,0.6744186046511628,0.0,0.1538468980949384,Low_Value
0.5842804400429067,0.02937576499388005,0.11627906976744187,0.0397458106216575,0.4651162790697675,0.3333333333333333,0.04528086347072074,Low_Value
