Total_Trans_Amt,Total_Trans_Ct,Credit_Limit,Months_on_book,Months_Inactive_12_mon
0.0532435740514075,0.1472868217054263,0.0725473657479208,1.0,0.5
0.0861244019138756,0.3023255813953488,0.048240959921639,0.2325581395348837,0.5
0.8114498720373873,0.7131782945736433,1.0000000000000002,0.6744186046511628,0.1666666666666666
0.1437632135306553,0.2713178294573644,0.9530801718378245,0.5348837209302325,0.5
0.2011794814732391,0.6201550387596899,0.0020769279605293,0.6744186046511628,0.1666666666666666
0.0607544230555246,0.2093023255813953,0.0486339739461933,0.1395348837209302,0.5
0.6721931679092021,0.8294573643410852,0.3073581294950979,0.7209302325581396,0.3333333333333333
0.1061533325915211,0.2945736434108527,0.0,0.5348837209302325,0.5
0.251863803271392,0.5426356589147286,0.0350296423270058,0.5348837209302325,0.5
0.3828307555357739,0.5038759689922481,0.4727868019844184,0.6046511627906976,0.1666666666666666
0.2298319795259819,0.5813953488372092,0.0,0.5348837209302325,0.5
0.0555802826304662,0.2635658914728682,0.2623731396076511,0.7674418604651162,0.3333333333333333
0.2474129297874708,0.6201550387596899,0.2854400396641846,0.3488372093023256,0.3333333333333333
0.2115277623233559,0.5736434108527132,0.0031652744900643,0.5348837209302325,0.3333333333333333
0.2219873150105708,0.5658914728682171,0.0346063964544088,0.3953488372093023,0.5
0.2062423500611995,0.5348837209302325,1.0000000000000002,0.4651162790697675,0.3333333333333333
0.1682986536107711,0.4263565891472868,0.1048954431535445,0.813953488372093,0.5
0.1914988316457104,0.5426356589147286,0.0543477932262521,0.6744186046511628,0.5
0.0645376655168576,0.1782945736434108,0.0629034062223189,0.7209302325581396,0.3333333333333333
0.0920774451986202,0.3023255813953488,0.1817750327259755,0.6976744186046512,0.6666666666666666
0.2176477133637476,0.3798449612403101,0.0,0.5581395348837209,0.5
0.4745743852230999,0.4108527131782945,0.3705124600561708,0.5348837209302325,0.3333333333333333
0.1892733949037498,0.5348837209302325,0.0105418454124682,0.5581395348837209,0.1666666666666666
0.2218760431734728,0.6666666666666666,0.0106325409565961,0.5348837209302325,0.3333333333333333
0.2760097919216646,0.5968992248062015,0.0607569450112916,0.2558139534883721,0.5
0.0869589406921108,0.2558139534883721,0.5854306677912914,0.813953488372093,0.3333333333333333
0.617169244464226,0.7674418604651162,1.0000000000000002,0.7209302325581396,0.1666666666666666
0.3802715032825192,0.4883720930232558,0.0424969087935376,0.4186046511627906,0.3333333333333333
0.1393679759652832,0.4186046511627906,0.2164811942789251,0.1395348837209302,0.5
0.2157004562145321,0.4728682170542635,0.1978281440366168,0.5348837209302325,0.3333333333333333
0.2286636252364526,0.5116279069767441,0.0819797023372241,0.5348837209302325,0.5
0.2389562701680204,0.3798449612403101,0.0532292148486744,0.7674418604651162,0.1666666666666666
0.0851785912985423,0.1705426356589147,0.1357923918531216,0.744186046511628,0.3333333333333333
0.1541114943807722,0.4728682170542635,0.1505153018498868,0.813953488372093,0.5
0.4166017580950261,0.5581395348837209,0.316306756515719,0.6046511627906976,0.3333333333333333
0.1982864137086903,0.4263565891472868,0.2775495273250558,0.5348837209302325,0.1666666666666666
0.0430622009569378,0.1550387596899224,0.1974653618601051,0.1395348837209302,0.5
0.0595304328474463,0.3410852713178294,0.0873609712888139,0.6744186046511628,0.5
0.1338600200289307,0.4263565891472868,0.4203043137823972,0.5581395348837209,0.5
0.1637365082897518,0.4496124031007752,0.2775797591730985,0.5348837209302325,0.3333333333333333
0.2055190831200623,0.5193798449612402,0.0913818070784849,0.3255813953488372,0.1666666666666666
0.2212084121508846,0.5193798449612402,0.2133068502344479,0.3255813953488372,0.5
0.105819517080227,0.3720930232558139,0.0,0.3255813953488372,0.3333333333333333
0.266384778012685,0.5348837209302325,0.0352714971113469,0.0,0.3333333333333333
0.9094247246022032,0.8682170542635659,0.26866136400052,0.4883720930232558,0.3333333333333333
0.1347501947257149,0.2635658914728682,2.1162293629854723e-05,0.2790697674418605,0.3333333333333333
0.2017914765772782,0.4806201550387596,0.5318296012116925,0.7209302325581396,0.3333333333333333
0.2207633248024925,0.5116279069767441,0.5342481490551036,0.4883720930232558,0.5
0.047624346277957,0.1627906976744186,0.0437364145632858,0.4883720930232558,0.3333333333333333
0.0995882942027372,0.3875968992248062,0.3462967497740169,0.4186046511627906,0.5
0.0640369422499165,0.193798449612403,0.0771728384984445,0.3023255813953488,0.5
0.1094914877044619,0.2713178294573644,0.0,0.3255813953488372,0.5
0.6824858128407699,0.6589147286821705,0.0651103311294316,0.627906976744186,0.5
